name,plot,weight,weightRatio,presence
Thymus_pulegioides,B12,0.01,0.015,1
Tragopogon_pratensis,B12,0.03,0.061,0
Trisetum_flavescens,B12,0.05,0.103,1
Vicia_sepium,B12,0,0.003,0
Anthoxanthum_odoratum,B13,0,0,1
Briza_media,B13,0.18,0.367,0
Campanula_patula,B13,0.04,0.092,1
Campanula_rotundifolia,B13,0,0.002,1
Cardamine_pratensis,B13,0,0,1
Crepis_biennis,B13,0,0,0
Cynosurus_cristatus,B13,0.06,0.123,0
Daucus_carota,B13,0,0,1
Festuca_rubra,B13,0,0.006,0
Geranium_pratense,B13,0.12,0.254,0
Medicago_lupulina,B13,0.02,0.05,0
Phleum_pratense,B13,0.05,0.104,0
Plantago_lanceolata,B13,0,0,1
Prunella_vulgaris,B13,0,0,1
Ranunculus_bulbosus,B13,0,0.001,0
Silene_dioica,B13,0,0,1
Thymus_pulegioides,B13,0,0,0
Veronica_chamaedrys,B13,0,0,1
Vicia_cracca,B13,0,0,1
Vicia_sepium,B13,0,0,0
Agrostis_capillaris,B14,0,0.003,1
Anthoxanthum_odoratum,B14,0.01,0.02,0
Bromus_hordeaceus,B14,0.18,0.37,1
Campanula_glomerata,B14,0.11,0.239,1
Cardamine_pratensis,B14,0,0.001,0
Daucus_carota,B14,0,0.001,0
Festuca_rubra,B14,0.02,0.034,0
Geranium_pratense,B14,0.03,0.069,0
Hypochaeris_radicata,B14,0,0,1
Leontodon_hispidus,B14,0,0.007,0
Leucanthemum_vulgare,B14,0,0.001,1
Medicago_lupulina,B14,0.02,0.043,0
Onobrychis_viciifolia,B14,0,0.007,1
Plantago_lanceolata,B14,0,0.001,1
Plantago_media,B14,0,0.004,1
Poa_angustifolia,B14,0.08,0.174,1
Prunella_vulgaris,B14,0.01,0.018,1
Tragopogon_pratensis,B14,0,0.002,0
Veronica_chamaedrys,B14,0,0.007,0
Vicia_cracca,B14,0,0,0
Agrostis_capillaris,B15,0,0,1
Briza_media,B15,0.15,0.309,1
Campanula_rotundifolia,B15,0,0,0
Cardamine_pratensis,B15,0,0,1
Festuca_rubra,B15,0,0,0
Galium_album,B15,0,0,1
Geranium_pratense,B15,0.09,0.192,0
Leucanthemum_vulgare,B15,0,0,1
Medicago_lupulina,B15,0.03,0.059,0
Onobrychis_viciifolia,B15,0,0,0
Plantago_media,B15,0,0,1
Poa_angustifolia,B15,0,0,0
Primula_veris,B15,0,0,0
Prunella_vulgaris,B15,0.09,0.179,1
Ranunculus_acris,B15,0,0,1
Ranunculus_bulbosus,B15,0,0,1
Saxifraga_granulata,B15,0,0,0
Trisetum_flavescens,B15,0.13,0.261,1
Veronica_chamaedrys,B15,0,0,0
Vicia_sepium,B15,0,0,0
Achillea_millefolium,B16,0.01,0.011,1
Alopecurus_pratensis,B16,0.04,0.087,1
Briza_media,B16,0.04,0.09,1
Bromus_erectus,B16,0.09,0.196,1
Campanula_glomerata,B16,0.03,0.066,1
Campanula_patula,B16,0.04,0.087,1
Campanula_rotundifolia,B16,0.01,0.019,1
Crepis_biennis,B16,0.01,0.018,1
Geranium_pratense,B16,0.02,0.041,0
Helictotrichon_pubescens,B16,0.05,0.107,0
Leucanthemum_vulgare,B16,0,0.008,0
Medicago_lupulina,B16,0.01,0.028,0
Onobrychis_viciifolia,B16,0.01,0.013,1
Phleum_pratense,B16,0.06,0.119,0
Plantago_lanceolata,B16,0,0.008,0
Prunella_vulgaris,B16,0.02,0.035,1
Saxifraga_granulata,B16,0.01,0.02,0
Thymus_pulegioides,B16,0.01,0.022,1
Tragopogon_pratensis,B16,0.01,0.015,0
Vicia_cracca,B16,0,0.01,0
Anthoxanthum_odoratum,Be1,0,0.008,1
Briza_media,Be1,0.02,0.047,0
Bromus_hordeaceus,Be1,0.01,0.029,1
Campanula_rotundifolia,Be1,0.01,0.023,1
Cardamine_pratensis,Be1,0.02,0.042,1
Geranium_pratense,Be1,0.05,0.097,0
Leontodon_hispidus,Be1,0.01,0.016,1
Leucanthemum_vulgare,Be1,0.02,0.043,1
Luzula_campestris,Be1,0,0.004,0
Medicago_lupulina,Be1,0.03,0.072,0
Plantago_lanceolata,Be1,0.02,0.043,1
Poa_angustifolia,Be1,0.08,0.167,1
Primula_veris,Be1,0.07,0.145,0
Prunella_vulgaris,Be1,0,0.006,1
Ranunculus_acris,Be1,0.01,0.021,1
Saxifraga_granulata,Be1,0,0.003,0
Tragopogon_pratensis,Be1,0.05,0.105,1
Trisetum_flavescens,Be1,0.02,0.049,1
Vicia_cracca,Be1,0.03,0.066,0
Vicia_sepium,Be1,0.01,0.012,0
Anthoxanthum_odoratum,Be2,0.01,0.01,0
Bromus_hordeaceus,Be2,0.01,0.029,1
Campanula_glomerata,Be2,0.05,0.098,1
Campanula_patula,Be2,0.01,0.028,1
Crepis_biennis,Be2,0,0.01,0
Daucus_carota,Be2,0.02,0.044,1
Festuca_rubra,Be2,0.03,0.07,0
Geranium_pratense,Be2,0.04,0.089,0
Luzula_campestris,Be2,0,0.005,0
Onobrychis_viciifolia,Be2,0.06,0.124,1
Plantago_lanceolata,Be2,0.02,0.042,1
Plantago_media,Be2,0.03,0.058,1
Poa_angustifolia,Be2,0.06,0.135,1
Ranunculus_acris,Be2,0.01,0.026,0
Ranunculus_bulbosus,Be2,0.03,0.068,0
Tragopogon_pratensis,Be2,0.03,0.069,1
Trisetum_flavescens,Be2,0.03,0.056,1
Veronica_chamaedrys,Be2,0.01,0.014,1
Vicia_cracca,Be2,0.01,0.02,0
Vicia_sepium,Be2,0,0.006,0
Alopecurus_pratensis,Be3,0.04,0.089,1
Anthoxanthum_odoratum,Be3,0.03,0.061,1
Bromus_erectus,Be3,0.13,0.263,0
Campanula_patula,Be3,0.08,0.172,1
Daucus_carota,Be3,0,0.005,1
Geranium_pratense,Be3,0.02,0.039,0
Helictotrichon_pubescens,Be3,0.05,0.108,0
Hypochaeris_radicata,Be3,0,0.004,1
Luzula_campestris,Be3,0,0,0
Medicago_lupulina,Be3,0.02,0.038,0
Onobrychis_viciifolia,Be3,0,0.009,0
Plantago_lanceolata,Be3,0,0.005,0
Plantago_media,Be3,0.01,0.017,0
Poa_angustifolia,Be3,0.04,0.079,1
Prunella_vulgaris,Be3,0.02,0.048,1
Ranunculus_bulbosus,Be3,0,0.007,0
Silene_flos-cuculi,Be3,0.01,0.02,1
Thymus_pulegioides,Be3,0.01,0.026,1
Tragopogon_pratensis,Be3,0,0.007,0
Vicia_cracca,Be3,0,0.004,0
Achillea_millefolium,Be4,0,0,1
Anthoxanthum_odoratum,Be4,0,0,1
Briza_media,Be4,0,0,0
Bromus_hordeaceus,Be4,0.18,0.376,1
Campanula_patula,Be4,0.05,0.113,1
Daucus_carota,Be4,0,0,1
Galium_album,Be4,0,0,0
Hypochaeris_radicata,Be4,0,0,1
Leontodon_hispidus,Be4,0,0,0
Luzula_campestris,Be4,0,0,0
Onobrychis_viciifolia,Be4,0.02,0.051,0
Plantago_lanceolata,Be4,0,0,0
Plantago_media,Be4,0,0,1
Poa_angustifolia,Be4,0,0,0
Primula_veris,Be4,0.11,0.239,0
Ranunculus_acris,Be4,0,0,0
Ranunculus_bulbosus,Be4,0,0,0
Trisetum_flavescens,Be4,0.11,0.22,1
Vicia_cracca,Be4,0,0,0
Vicia_sepium,Be4,0,0,0
Achillea_millefolium,C01,0.0048,0.002,1
Agrostis_capillaris,C01,0.12,0.05,1
Centaurea_jacea,C01,0.0048,0.002,1
Daucus_carota,C01,0.0024,0.001,1
Festuca_rubra,C01,1.08,0.45,1
Festuca_trachyphylla,C01,0.7992,0.333,1
Galium_verum,C01,0.0024,0.001,1
Leontodon_hispidus,C01,0.0024,0.001,0
Leucanthemum_vulgare,C01,0.0072,0.003,1
Lolium_perenne,C01,0.12,0.05,1
Lotus_corniculatus,C01,0.0048,0.002,0
Medicago_lupulina,C01,0.0024,0.001,0
Pimpinella_saxifraga,C01,0.0024,0.001,0
Plantago_lanceolata,C01,0.0024,0.001,1
Poa_pratensis,C01,0.24,0.1,1
Sanguisorba_minor,C01,0.0024,0.001,1
Achillea_millefolium,C02,0.0048,0.002,1
Agrostis_capillaris,C02,0.12,0.05,1
Centaurea_jacea,C02,0.0048,0.002,1
Daucus_carota,C02,0.0024,0.001,1
Festuca_rubra,C02,1.08,0.45,1
Festuca_trachyphylla,C02,0.7992,0.333,1
Galium_verum,C02,0.0024,0.001,0
Leontodon_hispidus,C02,0.0024,0.001,0
Leucanthemum_vulgare,C02,0.0072,0.003,1
Lolium_perenne,C02,0.12,0.05,1
Lotus_corniculatus,C02,0.0048,0.002,1
Medicago_lupulina,C02,0.0024,0.001,0
Pimpinella_saxifraga,C02,0.0024,0.001,0
Plantago_lanceolata,C02,0.0024,0.001,0
Poa_pratensis,C02,0.24,0.1,1
Sanguisorba_minor,C02,0.0024,0.001,0
Achillea_millefolium,C03,0.0048,0.002,1
Agrostis_capillaris,C03,0.12,0.05,1
Centaurea_jacea,C03,0.0048,0.002,1
Daucus_carota,C03,0.0024,0.001,1
Festuca_rubra,C03,1.08,0.45,1
Festuca_trachyphylla,C03,0.7992,0.333,1
Galium_verum,C03,0.0024,0.001,1
Leontodon_hispidus,C03,0.0024,0.001,0
Leucanthemum_vulgare,C03,0.0072,0.003,1
Lolium_perenne,C03,0.12,0.05,1
Lotus_corniculatus,C03,0.0048,0.002,1
Medicago_lupulina,C03,0.0024,0.001,0
Pimpinella_saxifraga,C03,0.0024,0.001,0
Plantago_lanceolata,C03,0.0024,0.001,1
Poa_pratensis,C03,0.24,0.1,1
Sanguisorba_minor,C03,0.0024,0.001,0
Achillea_millefolium,C04,0.0048,0.002,1
Agrostis_capillaris,C04,0.12,0.05,1
Centaurea_jacea,C04,0.0048,0.002,1
Daucus_carota,C04,0.0024,0.001,1
Festuca_rubra,C04,1.08,0.45,1
Festuca_trachyphylla,C04,0.7992,0.333,1
Galium_verum,C04,0.0024,0.001,0
Leontodon_hispidus,C04,0.0024,0.001,0
Leucanthemum_vulgare,C04,0.0072,0.003,1
Lolium_perenne,C04,0.12,0.05,1
Lotus_corniculatus,C04,0.0048,0.002,1
Medicago_lupulina,C04,0.0024,0.001,1
Pimpinella_saxifraga,C04,0.0024,0.001,0
Plantago_lanceolata,C04,0.0024,0.001,1
Poa_pratensis,C04,0.24,0.1,1
Sanguisorba_minor,C04,0.0024,0.001,0
Achillea_millefolium,C05,0.02,0.034,1
Alopecurus_pratensis,C05,0.02,0.037,1
Campanula_glomerata,C05,0.01,0.025,1
Campanula_patula,C05,0,0.004,0
Campanula_rotundifolia,C05,0.01,0.02,0
Cardamine_pratensis,C05,0.03,0.056,1
Daucus_carota,C05,0.03,0.066,1
Geranium_pratense,C05,0.07,0.14,1
Helictotrichon_pubescens,C05,0.03,0.069,0
Luzula_campestris,C05,0.01,0.027,0
Medicago_lupulina,C05,0,0.01,0
Onobrychis_viciifolia,C05,0.05,0.113,1
Phleum_pratense,C05,0.01,0.028,0
Poa_angustifolia,C05,0.06,0.124,1
Primula_veris,C05,0.06,0.117,0
Ranunculus_acris,C05,0.02,0.044,1
Silene_dioica,C05,0,0.005,1
Silene_flos-cuculi,C05,0.01,0.014,1
Trisetum_flavescens,C05,0.02,0.042,1
Vicia_cracca,C05,0.01,0.027,0
Achillea_millefolium,C06,0.06,0.118,1
Alopecurus_pratensis,C06,0.01,0.011,1
Anthoxanthum_odoratum,C06,0,0.002,0
Bromus_erectus,C06,0.08,0.171,0
Bromus_hordeaceus,C06,0,0.004,0
Campanula_glomerata,C06,0.03,0.061,0
Cardamine_pratensis,C06,0.05,0.095,1
Crepis_biennis,C06,0,0.002,0
Daucus_carota,C06,0.03,0.064,1
Festuca_rubra,C06,0.05,0.112,0
Geranium_pratense,C06,0.02,0.043,0
Hypochaeris_radicata,C06,0,0,0
Leontodon_hispidus,C06,0.01,0.011,1
Medicago_lupulina,C06,0.04,0.077,1
Plantago_lanceolata,C06,0.03,0.053,1
Ranunculus_bulbosus,C06,0.04,0.084,1
Saxifraga_granulata,C06,0,0.006,1
Thymus_pulegioides,C06,0.01,0.012,1
Vicia_cracca,C06,0.03,0.07,0
Vicia_sepium,C06,0,0.003,0
Achillea_millefolium,C07,0.02,0.033,1
Anthoxanthum_odoratum,C07,0,0,0
Bromus_hordeaceus,C07,0.01,0.011,0
Campanula_glomerata,C07,0.06,0.121,1
Campanula_patula,C07,0,0,1
Campanula_rotundifolia,C07,0,0.006,1
Cardamine_pratensis,C07,0.03,0.057,1
Daucus_carota,C07,0.02,0.042,1
Galium_album,C07,0,0,1
Helictotrichon_pubescens,C07,0.03,0.057,0
Leucanthemum_vulgare,C07,0.03,0.066,1
Onobrychis_viciifolia,C07,0.07,0.15,0
Phleum_pratense,C07,0.01,0.027,0
Plantago_lanceolata,C07,0.02,0.036,1
Prunella_vulgaris,C07,0,0,0
Silene_flos-cuculi,C07,0,0.001,1
Tragopogon_pratensis,C07,0.09,0.186,0
Trisetum_flavescens,C07,0.1,0.205,1
Vicia_cracca,C07,0,0,0
Vicia_sepium,C07,0,0,0
Alopecurus_pratensis,C08,0.02,0.032,1
Anthoxanthum_odoratum,C08,0,0.01,0
Bromus_erectus,C08,0.06,0.13,1
Campanula_glomerata,C08,0.02,0.038,1
Cardamine_pratensis,C08,0.04,0.092,1
Galium_album,C08,0.01,0.018,1
Geranium_pratense,C08,0.01,0.016,0
Luzula_campestris,C08,0.02,0.042,0
Medicago_lupulina,C08,0.01,0.017,0
Onobrychis_viciifolia,C08,0.06,0.131,1
Phleum_pratense,C08,0.01,0.026,0
Plantago_lanceolata,C08,0.03,0.054,1
Plantago_media,C08,0.03,0.065,1
Primula_veris,C08,0.05,0.112,0
Saxifraga_granulata,C08,0.01,0.025,0
Silene_flos-cuculi,C08,0.01,0.021,1
Thymus_pulegioides,C08,0.01,0.017,1
Tragopogon_pratensis,C08,0.02,0.05,0
Trisetum_flavescens,C08,0.05,0.101,1
Vicia_sepium,C08,0,0.002,0
Agrostis_capillaris,C09,0.01,0.017,1
Anthoxanthum_odoratum,C09,0.01,0.023,0
Bromus_hordeaceus,C09,0.05,0.099,1
Campanula_glomerata,C09,0.04,0.086,1
Cardamine_pratensis,C09,0.02,0.038,1
Crepis_biennis,C09,0,0.004,0
Cynosurus_cristatus,C09,0.08,0.157,0
Daucus_carota,C09,0.02,0.034,1
Galium_album,C09,0,0.009,1
Helictotrichon_pubescens,C09,0.07,0.154,0
Leucanthemum_vulgare,C09,0.02,0.043,1
Luzula_campestris,C09,0,0.001,0
Medicago_lupulina,C09,0,0.01,0
Onobrychis_viciifolia,C09,0.04,0.089,0
Primula_veris,C09,0.1,0.206,0
Prunella_vulgaris,C09,0,0.007,0
Saxifraga_granulata,C09,0,0.003,1
Silene_dioica,C09,0,0.003,0
Silene_flos-cuculi,C09,0.01,0.016,1
Vicia_sepium,C09,0,0.001,0
Agrostis_capillaris,C10,0,0,1
Alopecurus_pratensis,C10,0,0,0
Campanula_glomerata,C10,0.11,0.223,1
Campanula_rotundifolia,C10,0,0,0
Daucus_carota,C10,0.05,0.105,1
Festuca_rubra,C10,0.04,0.075,0
Helictotrichon_pubescens,C10,0.18,0.375,0
Hypochaeris_radicata,C10,0,0,1
Leontodon_hispidus,C10,0.01,0.017,1
Leucanthemum_vulgare,C10,0,0.004,0
Luzula_campestris,C10,0,0,0
Onobrychis_viciifolia,C10,0.05,0.1,1
Phleum_pratense,C10,0,0,0
Plantago_media,C10,0.04,0.09,1
Prunella_vulgaris,C10,0,0,1
Ranunculus_acris,C10,0.01,0.011,1
Saxifraga_granulata,C10,0,0,0
Silene_dioica,C10,0,0,1
Vicia_cracca,C10,0,0,0
Vicia_sepium,C10,0,0,0
Alopecurus_pratensis,C11,0.03,0.063,1
Bromus_hordeaceus,C11,0.06,0.129,1
Campanula_glomerata,C11,0.06,0.115,1
Campanula_rotundifolia,C11,0.01,0.025,0
Cardamine_pratensis,C11,0.01,0.012,1
Crepis_biennis,C11,0.01,0.011,1
Cynosurus_cristatus,C11,0.05,0.101,0
Daucus_carota,C11,0.01,0.012,1
Festuca_rubra,C11,0.02,0.051,0
Geranium_pratense,C11,0.04,0.09,0
Leucanthemum_vulgare,C11,0.01,0.012,1
Onobrychis_viciifolia,C11,0.03,0.068,0
Plantago_lanceolata,C11,0.01,0.013,1
Plantago_media,C11,0.01,0.022,1
Poa_angustifolia,C11,0.05,0.105,1
Primula_veris,C11,0.04,0.08,0
Ranunculus_bulbosus,C11,0.01,0.022,0
Silene_dioica,C11,0.02,0.036,1
Vicia_cracca,C11,0.01,0.018,0
Vicia_sepium,C11,0.01,0.014,0
Alopecurus_pratensis,C12,0.02,0.051,1
Briza_media,C12,0.05,0.096,0
Bromus_erectus,C12,0.09,0.19,0
Cardamine_pratensis,C12,0.01,0.026,1
Daucus_carota,C12,0.01,0.022,1
Festuca_rubra,C12,0.03,0.052,0
Galium_album,C12,0.01,0.018,1
Helictotrichon_pubescens,C12,0.03,0.06,0
Leontodon_hispidus,C12,0.02,0.032,0
Leucanthemum_vulgare,C12,0.01,0.03,1
Medicago_lupulina,C12,0.04,0.077,0
Plantago_lanceolata,C12,0.01,0.021,1
Primula_veris,C12,0.05,0.109,0
Ranunculus_bulbosus,C12,0.01,0.029,0
Saxifraga_granulata,C12,0.02,0.032,0
Silene_dioica,C12,0.02,0.035,1
Thymus_pulegioides,C12,0.03,0.053,1
Veronica_chamaedrys,C12,0.02,0.042,1
Vicia_cracca,C12,0.01,0.015,0
Vicia_sepium,C12,0,0.008,0
Alopecurus_pratensis,C13,0.04,0.093,1
Briza_media,C13,0.04,0.091,1
Bromus_erectus,C13,0.1,0.217,0
Campanula_glomerata,C13,0.03,0.058,1
Campanula_patula,C13,0.04,0.084,1
Cynosurus_cristatus,C13,0.05,0.104,0
Geranium_pratense,C13,0.02,0.038,0
Hypochaeris_radicata,C13,0.01,0.019,1
Leontodon_hispidus,C13,0.01,0.018,0
Medicago_lupulina,C13,0.01,0.024,0
Plantago_lanceolata,C13,0,0.008,0
Plantago_media,C13,0.01,0.011,1
Primula_veris,C13,0.01,0.02,0
Ranunculus_bulbosus,C13,0,0.009,0
Saxifraga_granulata,C13,0.01,0.018,0
Silene_dioica,C13,0.03,0.053,1
Tragopogon_pratensis,C13,0.01,0.014,0
Trisetum_flavescens,C13,0.05,0.096,1
Vicia_cracca,C13,0,0.008,0
Vicia_sepium,C13,0.01,0.018,1
Achillea_millefolium,C14,0.01,0.011,1
Alopecurus_pratensis,C14,0.04,0.08,1
Anthoxanthum_odoratum,C14,0.03,0.062,0
Bromus_erectus,C14,0.09,0.194,1
Bromus_hordeaceus,C14,0.06,0.126,1
Campanula_glomerata,C14,0.07,0.152,1
Campanula_rotundifolia,C14,0.01,0.027,0
Cardamine_pratensis,C14,0,0.004,1
Geranium_pratense,C14,0.01,0.025,0
Hypochaeris_radicata,C14,0,0.005,0
Medicago_lupulina,C14,0.02,0.042,0
Plantago_lanceolata,C14,0,0.004,0
Primula_veris,C14,0.01,0.026,0
Prunella_vulgaris,C14,0.02,0.038,1
Ranunculus_bulbosus,C14,0,0.005,0
Saxifraga_granulata,C14,0.01,0.022,0
Trisetum_flavescens,C14,0.07,0.138,1
Veronica_chamaedrys,C14,0.02,0.032,1
Vicia_cracca,C14,0,0.003,0
Vicia_sepium,C14,0,0.005,0
Achillea_millefolium,C15,0,0,1
Agrostis_capillaris,C15,0,0,1
Anthoxanthum_odoratum,C15,0,0,0
Briza_media,C15,0.27,0.571,1
Cardamine_pratensis,C15,0,0,0
Crepis_biennis,C15,0,0,0
Cynosurus_cristatus,C15,0,0,0
Daucus_carota,C15,0,0,0
Festuca_rubra,C15,0,0,0
Galium_album,C15,0,0,0
Geranium_pratense,C15,0.08,0.176,1
Hypochaeris_radicata,C15,0,0,1
Leontodon_hispidus,C15,0,0,0
Luzula_campestris,C15,0,0,0
Medicago_lupulina,C15,0.03,0.058,0
Onobrychis_viciifolia,C15,0,0,0
Prunella_vulgaris,C15,0.08,0.169,1
Thymus_pulegioides,C15,0.01,0.026,1
Tragopogon_pratensis,C15,0,0,1
Vicia_cracca,C15,0,0,0
Achillea_millefolium,C16,0,0.005,1
Agrostis_capillaris,C16,0.02,0.043,1
Anthoxanthum_odoratum,C16,0.04,0.08,1
Briza_media,C16,0.06,0.128,0
Bromus_erectus,C16,0.11,0.233,1
Campanula_glomerata,C16,0.09,0.179,1
Daucus_carota,C16,0,0.002,0
Galium_album,C16,0,0.004,1
Geranium_pratense,C16,0.01,0.026,0
Helictotrichon_pubescens,C16,0.06,0.115,0
Luzula_campestris,C16,0,0,0
Medicago_lupulina,C16,0.02,0.041,0
Onobrychis_viciifolia,C16,0,0.003,0
Plantago_lanceolata,C16,0,0.002,1
Plantago_media,C16,0,0.007,0
Prunella_vulgaris,C16,0.03,0.052,1
Saxifraga_granulata,C16,0.01,0.015,0
Thymus_pulegioides,C16,0.01,0.023,0
Veronica_chamaedrys,C16,0.02,0.037,1
Vicia_sepium,C16,0,0.006,0
Agrostis_capillaris,Ce1,0.01,0.01,1
Alopecurus_pratensis,Ce1,0.03,0.054,1
Anthoxanthum_odoratum,Ce1,0.01,0.015,0
Cardamine_pratensis,Ce1,0.02,0.04,1
Crepis_biennis,Ce1,0,0.007,1
Festuca_rubra,Ce1,0.06,0.131,0
Helictotrichon_pubescens,Ce1,0.04,0.089,0
Leontodon_hispidus,Ce1,0.01,0.025,0
Luzula_campestris,Ce1,0,0.001,0
Medicago_lupulina,Ce1,0.02,0.032,0
Onobrychis_viciifolia,Ce1,0.06,0.116,1
Plantago_lanceolata,Ce1,0.02,0.035,1
Plantago_media,Ce1,0.03,0.062,1
Primula_veris,Ce1,0.11,0.229,0
Prunella_vulgaris,Ce1,0.01,0.015,1
Ranunculus_acris,Ce1,0.01,0.022,1
Ranunculus_bulbosus,Ce1,0.03,0.069,1
Thymus_pulegioides,Ce1,0.01,0.029,0
Veronica_chamaedrys,Ce1,0.01,0.016,1
Vicia_sepium,Ce1,0,0.002,0
Bromus_erectus,Ce2,0.08,0.172,0
Bromus_hordeaceus,Ce2,0.01,0.016,1
Campanula_patula,Ce2,0.01,0.028,1
Campanula_rotundifolia,Ce2,0.03,0.058,1
Crepis_biennis,Ce2,0.01,0.015,0
Cynosurus_cristatus,Ce2,0.01,0.021,0
Daucus_carota,Ce2,0.03,0.07,1
Galium_album,Ce2,0.01,0.025,1
Leucanthemum_vulgare,Ce2,0.04,0.08,1
Luzula_campestris,Ce2,0,0.007,0
Medicago_lupulina,Ce2,0.01,0.025,0
Onobrychis_viciifolia,Ce2,0.05,0.109,1
Phleum_pratense,Ce2,0.01,0.017,0
Plantago_lanceolata,Ce2,0.03,0.071,1
Poa_angustifolia,Ce2,0.04,0.074,1
Prunella_vulgaris,Ce2,0.01,0.024,1
Ranunculus_bulbosus,Ce2,0.06,0.118,0
Silene_flos-cuculi,Ce2,0.02,0.036,1
Veronica_chamaedrys,Ce2,0.01,0.02,0
Vicia_cracca,Ce2,0.01,0.016,0
Alopecurus_pratensis,Ce3,0.02,0.032,0
Bromus_erectus,Ce3,0.09,0.178,0
Bromus_hordeaceus,Ce3,0.02,0.047,1
Cardamine_pratensis,Ce3,0,0.002,0
Crepis_biennis,Ce3,0,0.003,1
Cynosurus_cristatus,Ce3,0.05,0.107,1
Daucus_carota,Ce3,0,0.001,0
Hypochaeris_radicata,Ce3,0,0,1
Leontodon_hispidus,Ce3,0.01,0.015,0
Medicago_lupulina,Ce3,0.02,0.049,0
Onobrychis_viciifolia,Ce3,0,0.001,0
Plantago_lanceolata,Ce3,0,0.001,0
Plantago_media,Ce3,0.01,0.021,1
Primula_veris,Ce3,0.04,0.088,0
Prunella_vulgaris,Ce3,0.03,0.061,1
Ranunculus_acris,Ce3,0,0.002,0
Saxifraga_granulata,Ce3,0.02,0.041,0
Silene_dioica,Ce3,0.06,0.115,1
Trisetum_flavescens,Ce3,0.11,0.236,1
Vicia_sepium,Ce3,0,0,0
Achillea_millefolium,Ce4,0,0,1
Alopecurus_pratensis,Ce4,0.02,0.037,1
Campanula_glomerata,Ce4,0.09,0.194,1
Campanula_rotundifolia,Ce4,0,0.001,0
Daucus_carota,Ce4,0,0.001,0
Festuca_rubra,Ce4,0,0.003,0
Galium_album,Ce4,0,0.001,1
Helictotrichon_pubescens,Ce4,0.18,0.365,0
Hypochaeris_radicata,Ce4,0,0,1
Leontodon_hispidus,Ce4,0.02,0.043,1
Leucanthemum_vulgare,Ce4,0,0,1
Medicago_lupulina,Ce4,0.01,0.03,1
Onobrychis_viciifolia,Ce4,0.01,0.015,1
Phleum_pratense,Ce4,0.08,0.16,0
Plantago_media,Ce4,0,0.003,1
Primula_veris,Ce4,0.05,0.095,0
Ranunculus_acris,Ce4,0,0.008,0
Silene_flos-cuculi,Ce4,0,0.003,1
Trisetum_flavescens,Ce4,0.02,0.035,1
Vicia_sepium,Ce4,0,0.005,0
Achillea_millefolium,D01,0.0048,0.002,1
Agrostis_capillaris,D01,0.12,0.05,1
Centaurea_jacea,D01,0.0048,0.002,1
Daucus_carota,D01,0.0024,0.001,1
Festuca_rubra,D01,1.08,0.45,1
Festuca_trachyphylla,D01,0.7992,0.333,1
Galium_verum,D01,0.0024,0.001,1
Leontodon_hispidus,D01,0.0024,0.001,0
Leucanthemum_vulgare,D01,0.0072,0.003,1
Lolium_perenne,D01,0.12,0.05,1
Lotus_corniculatus,D01,0.0048,0.002,1
Medicago_lupulina,D01,0.0024,0.001,0
Pimpinella_saxifraga,D01,0.0024,0.001,0
Plantago_lanceolata,D01,0.0024,0.001,1
Poa_pratensis,D01,0.24,0.1,1
Sanguisorba_minor,D01,0.0024,0.001,1
Achillea_millefolium,D02,0.0048,0.002,1
Agrostis_capillaris,D02,0.12,0.05,1
Centaurea_jacea,D02,0.0048,0.002,1
Daucus_carota,D02,0.0024,0.001,1
Festuca_rubra,D02,1.08,0.45,1
Festuca_trachyphylla,D02,0.7992,0.333,1
Galium_verum,D02,0.0024,0.001,1
Leontodon_hispidus,D02,0.0024,0.001,0
Leucanthemum_vulgare,D02,0.0072,0.003,1
Lolium_perenne,D02,0.12,0.05,1
Lotus_corniculatus,D02,0.0048,0.002,1
Medicago_lupulina,D02,0.0024,0.001,0
Pimpinella_saxifraga,D02,0.0024,0.001,0
Plantago_lanceolata,D02,0.0024,0.001,1
Poa_pratensis,D02,0.24,0.1,1
Sanguisorba_minor,D02,0.0024,0.001,0
Achillea_millefolium,D03,0.0048,0.002,1
Agrostis_capillaris,D03,0.12,0.05,1
Centaurea_jacea,D03,0.0048,0.002,1
Daucus_carota,D03,0.0024,0.001,1
Festuca_rubra,D03,1.08,0.45,1
Festuca_trachyphylla,D03,0.7992,0.333,1
Galium_verum,D03,0.0024,0.001,0
Leontodon_hispidus,D03,0.0024,0.001,0
Leucanthemum_vulgare,D03,0.0072,0.003,1
Lolium_perenne,D03,0.12,0.05,1
Lotus_corniculatus,D03,0.0048,0.002,1
Medicago_lupulina,D03,0.0024,0.001,0
Pimpinella_saxifraga,D03,0.0024,0.001,0
Plantago_lanceolata,D03,0.0024,0.001,1
Poa_pratensis,D03,0.24,0.1,1
Sanguisorba_minor,D03,0.0024,0.001,0
Achillea_millefolium,D04,0.0048,0.002,1
Agrostis_capillaris,D04,0.12,0.05,1
Centaurea_jacea,D04,0.0048,0.002,1
Daucus_carota,D04,0.0024,0.001,1
Festuca_rubra,D04,1.08,0.45,1
Festuca_trachyphylla,D04,0.7992,0.333,1
Galium_verum,D04,0.0024,0.001,1
Leontodon_hispidus,D04,0.0024,0.001,0
Leucanthemum_vulgare,D04,0.0072,0.003,1
Lolium_perenne,D04,0.12,0.05,1
Lotus_corniculatus,D04,0.0048,0.002,0
